cave_id,name,inventory_number,latitude,longitude,pgi_id,pgi_name,pgi_latitude,pgi_longitude,lat_diff,lon_diff,distance_m,lat_abs_diff,lon_abs_diff
684,Kominy I,G-1.16,50.86222222222222,20.61722222222222,684,Kominy I,50.86222222259282,20.61722222225958,-3.7059777469039545e-10,-3.736033704626607e-11,4.129198996107631e-05,3.7059777469039545e-10,3.736033704626607e-11
685,Schronisko z Koralami,G-1.17,50.86222222222222,20.61722222222222,685,Schronisko z Koralami,50.86222222259282,20.61722222225958,-3.7059777469039545e-10,-3.736033704626607e-11,4.129198996107631e-05,3.7059777469039545e-10,3.736033704626607e-11
686,Schronisko w Rafie,G-1.18,50.86222222222222,20.61722222222222,686,Schronisko w Rafie,50.86222222259282,20.61722222225958,-3.7059777469039545e-10,-3.736033704626607e-11,4.129198996107631e-05,3.7059777469039545e-10,3.736033704626607e-11
687,Kominy II,G-1.19,50.86222222222222,20.6175,687,Kominy II,50.8622222219087,20.617500000267075,3.135198767267866e-10,-2.6707525080382766e-10,3.9581746206442875e-05,3.135198767267866e-10,2.6707525080382766e-10
688,Schronisko Mysie,G-1.20,50.86194444444445,20.6175,688,Schronisko Mysie,50.86194444452666,20.617500000427977,-8.220979452744359e-11,-4.2797765331670234e-10,3.139800295907875e-05,8.220979452744359e-11,4.2797765331670234e-10
689,Piotrusiowa Jama,G-1.21,50.86194444444445,20.6175,689,Piotrusiowa Jama,50.86194444452666,20.617500000427977,-8.220979452744359e-11,-4.2797765331670234e-10,3.139800295907875e-05,8.220979452744359e-11,4.2797765331670234e-10
690,Jaskinia Zawaliskowa,G-1.22,50.86194444444445,20.61777777777778,690,Jaskinia Zawaliskowa,50.861944480614454,20.61777773826393,-3.617000743361132e-08,3.951384996980778e-08,0.004885385303610736,3.617000743361132e-08,3.951384996980778e-08
691,Schronisko nad Zawaliskową,G-1.23,50.86125,20.618308333290948,691,Schronisko nad Zawaliskową,50.8612488748699,20.618307649778,1.1251300975345657e-06,6.835129475746271e-07,0.13399116942310055,1.1251300975345657e-06,6.835129475746271e-07
692,Schronisko Nietoperza,G-1.24,50.86138888888889,20.6175,692,Schronisko Nietoperza,50.861388888844765,20.61749999941162,4.412470389070222e-11,5.883791232008662e-10,4.1586288083094074e-05,4.412470389070222e-11,5.883791232008662e-10
693,Komin Geologów,G-1.25,50.861111111111114,20.616666666666667,693,Komin Geologów,50.86111109419328,20.616666622294797,1.6917837797336688e-08,4.437186973405005e-08,0.003638369582267304,1.6917837797336688e-08,4.437186973405005e-08
694,Jaskinia Urwista na Kadzielni,G-1.26,50.861111111111114,20.616666666666667,694,Jaskinia Urwista na Kadzielni,50.86111111066754,20.616666666928683,4.4357761908031534e-10,-2.6201618652521574e-10,5.264047967573141e-05,4.4357761908031534e-10,2.6201618652521574e-10
695,Polny Schron,N-2.18,50.442499999999995,20.649722222222223,695,Polny Schron,50.44249999954636,20.649722222829663,4.5363890421867836e-10,-6.074394320876308e-10,6.629337012465794e-05,4.5363890421867836e-10,6.074394320876308e-10
696,Schronisko w Chotelku,N-2.19,50.439166666666665,20.675,696,Schronisko w Chotelku,50.43916666653338,20.67499999933198,1.332836063738796e-10,6.68020305738537e-10,4.9576195427333497e-05,1.332836063738796e-10,6.68020305738537e-10
697,Schronisko Niespodzianka w Wielkiej Górze,N-2.20,50.420833333333334,20.672222222222224,697,Schronisko Niespodzianka w Wielkiej Górze,50.42083333323469,20.672222222150378,9.864464800557471e-11,7.184652872638253e-11,1.2092611426412114e-05,9.864464800557471e-11,7.184652872638253e-11
698,Tunel w Skorocicach,N-2.21,50.420833333333334,20.671666666666667,698,Tunel w Skorocicach,50.42083333374321,20.67166666696209,-4.098765771232138e-10,-2.9542235324697685e-10,5.015176166319332e-05,4.098765771232138e-10,2.9542235324697685e-10
699,Schronisko przy Tunelu,N-2.22,50.420833333333334,20.671666666666667,699,Schronisko przy Tunelu,50.42083333374321,20.67166666696209,-4.098765771232138e-10,-2.9542235324697685e-10,5.015176166319332e-05,4.098765771232138e-10,2.9542235324697685e-10
700,Szczelina w Skorocicach,N-2.23,50.420833333333334,20.67138888888889,700,Szczelina w Skorocicach,50.42083333345201,20.671388889359775,-1.1867484772665193e-10,-4.70883776415576e-10,3.587580708091758e-05,1.1867484772665193e-10,4.70883776415576e-10
701,Szczelina Magdaleny,N-2.24,50.420833333333334,20.671666666666667,701,Szczelina Magdaleny,50.42083333374321,20.67166666696209,-4.098765771232138e-10,-2.9542235324697685e-10,5.015176166319332e-05,4.098765771232138e-10,2.9542235324697685e-10
702,Schronisko w Zielonej Górze,N-2.25,50.42027777777778,20.67138888888889,702,Schronisko w Zielonej Górze,50.42027776779641,20.671388868492524,9.98137039687208e-09,2.0396367261810155e-08,0.0018220793691682054,9.98137039687208e-09,2.0396367261810155e-08
703,Jaskinia z Potokiem,N-2.26,50.42027777777778,20.672222222222224,703,Jaskinia z Potokiem,50.42027775629772,20.67222223196851,2.148005506796835e-08,-9.746287332745851e-09,0.0024862824674897334,2.148005506796835e-08,9.746287332745851e-09
704,Schronisko Ptaszników,N-2.30,50.41972222222222,20.671944444444446,704,Schronisko Ptaszników,50.419722222050346,20.67194444418115,1.7187318235301063e-10,2.632951634495839e-10,2.6706098999571122e-05,1.7187318235301063e-10,2.632951634495839e-10
710,Schronisko ze Studnią,N-2.14,50.42472222222222,20.649166666666666,710,Schronisko ze Studnią,50.42472222218416,20.649166666373688,3.806377435466857e-11,2.929780862359621e-10,2.1181918175023804e-05,3.806377435466857e-11,2.929780862359621e-10
711,Jaskinia w Skotnikach Górnych,N-2.15,50.42472222222222,20.649166666666666,711,Jaskinia w Skotnikach Górnych,50.42472222218416,20.649166666373688,3.806377435466857e-11,2.929780862359621e-10,2.1181918175023804e-05,3.806377435466857e-11,2.929780862359621e-10
712,Schronisko w Skotnikach Dolnych,N-2.16,50.41722222222222,20.633055555555558,712,Schronisko w Skotnikach Dolnych,50.41722222224033,20.63305555588884,-1.8111734334524954e-11,-3.332836229219538e-10,2.3699789651211008e-05,1.8111734334524954e-11,3.332836229219538e-10
713,Schronisko nad Jaskinią z Potokiem,N-2.27,50.42027777777778,20.672222222222224,713,Schronisko nad Jaskinią z Potokiem,50.42027777802079,20.67222222287626,-2.4301272105731186e-10,-6.540368246987782e-10,5.3640801322592314e-05,2.4301272105731186e-10,6.540368246987782e-10
714,Wielki Schron,N-2.28,50.419999999999995,20.672222222222224,714,Wielki Schron,50.42000002549326,20.672222167150757,-2.5493264388387615e-08,5.507146738636948e-08,0.004822769825643701,2.5493264388387615e-08,5.507146738636948e-08
715,Jaskinia Stara,N-2.29,50.419999999999995,20.672222222222224,715,Jaskinia Stara,50.42000000040482,20.672222222594264,-4.048246182719595e-10,-3.7204017644398846e-10,5.216419434578018e-05,4.048246182719595e-10,3.7204017644398846e-10
716,Schronisko z Zaciskiem,N-2.40,50.41888888888889,20.671111111111113,716,Schronisko z Zaciskiem,50.418888889295694,20.671111110507397,-4.0680703250473016e-10,6.037161881522479e-10,6.225546663292356e-05,4.0680703250473016e-10,6.037161881522479e-10
717,Mały Tunel,N-2.41,50.41861111111111,20.670555555555556,717,Mały Tunel,50.41861111145885,20.670555555394756,-3.4773961488099303e-10,1.6079937381618947e-10,4.031065079776275e-05,3.4773961488099303e-10,1.6079937381618947e-10
718,Schronisko Trójkątne,N-2.42,50.41861111111111,20.67027777777778,718,Schronisko Trójkątne,50.41861111126591,20.67027777815752,-1.5479884041269543e-10,-3.7973890698594914e-10,3.194001512762879e-05,1.5479884041269543e-10,3.7973890698594914e-10
