NR_INWENT,NAZWA,REGION,GMINA,WLASCICIEL,DLUGOSC,GLEBOKOSC,PRZEWYZSZE,DENIWELACJ,OSUWISKOWA,X_1992,Y_1992,ID,ROK_AKTUAL,lon,lat
K.Bsd-02.42,Jama Borsucza,Karpaty,Krynica-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,639378.43,174882.85,2981,2015,20.92262771531409,49.425419406243115
K.Bn-05.05,Schronisko w Kornutach IV,Karpaty,Sękowa (gm. wiejska),Skarb Państwa,4.0,0.0,0.0,0.0,1,668397.59,193512.37,3089,2011,21.330555564751155,49.58555553941727
K.Bm-01.01,Wietrzna Dziura w Magurce,Karpaty,Wilkowice (gm. wiejska),Skarb Państwa (Lasy Państwowe),33.0,6.0,0.0,6.0,1,510038.1,211444.38,2992,2011,19.139444470296123,49.770277765376136
K.Bm-02.11,Duży Okap w Czarnych Działach,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,525906.61,209088.95,3017,2011,19.35972220420391,49.748611119504346
K.Bs-02.52,Okap,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,0,503916.42,197337.05,2846,2011,19.054263533727756,49.643422330683784
K.Bmk-03.01,Mysiorowa Jama w Zagórzu,Karpaty,Mucharz (gm. wiejska),Skarb Państwa (Lasy Państwowe),282.5,11.8,0.0,11.8,1,541052.78,217481.51,3025,2011,19.570909707474126,49.823272135811855
K.Bs-04.15,Dziura w Stołowie,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),104.0,15.0,0.0,15.0,1,497799.79,208425.9,2945,2011,18.969452756837363,49.7431999773558
K.Pr-01.09,Jaskinia za Filarem,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,20.0,8.0,0.0,8.0,0,622196.99,211488.06,3081,2011,20.697125139729867,49.758324008023315
K.Pr-01.17,Jaskinia Gościnna,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,13.0,4.0,0.0,4.0,0,624579.92,209111.98,3102,2011,20.729444456688235,49.73646641935247
K.Pw-01.02,Jaskinia Zamkowa,Karpaty,Zakliczyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),13.0,0.0,3.0,3.0,0,627365.39,223883.94,2993,2011,20.772939616200336,49.868723537108544
K.Bż-01.04,Jaskinia w Rycerzowej,Karpaty,Ujsoły (gm. wiejska),Skarb Państwa (Lasy Państwowe),12.0,0.0,0.0,0.0,1,506826.33,171461.68,2969,2011,19.094133361550107,49.410583294107276
K.Bż-02.04,Schronisko pod Romanką II,Karpaty,Jeleśnia (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,1,519029.2,188379.31,2976,2011,19.263221380997642,49.56253958095698
K.Bmk-03.02,Jaskinia Lisia,Karpaty,Mucharz (gm. wiejska),Skarb Państwa (Lasy Państwowe),24.0,3.0,0.0,3.0,1,541052.78,217481.51,3026,2011,19.570909707474126,49.823272135811855
K.Pr-01.16,Jaskinia Wysoka,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,17.0,0.0,8.0,8.0,0,624589.91,209112.25,3101,2011,20.729583159580738,49.736466777448165
K.Bn-05.02,Schronisko w Kornutach I,Karpaty,Sękowa (gm. wiejska),Skarb Państwa,3.5,0.0,0.0,0.0,1,668334.51,193603.11,3085,2011,21.32972218908207,49.58638885673276
K.Bsd-02.30,Bezdziadzia Nora,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,629573.69,181822.69,2950,2011,20.7897221581885,49.48999999180881
K.Bm-01.02,Schron nad Kozami,Karpaty,Kozy (gm. wiejska),Prywatny,2.5,0.0,0.0,0.0,1,509669.04,216537.97,2994,2011,19.134444483371936,49.81611111320882
K.Bn-04.02,Schronisko pod Wielkim Blokiem,Karpaty,Sękowa (gm. wiejska),Prywatny,8.0,0.0,0.0,0.0,1,664059.42,193964.51,3070,2011,21.27075613206357,49.59081337026831
K.Pr-02.09,Schron Diable Boisko,Karpaty,Ciężkowice (gm. miejsko-wiejska),Prywatny,11.0,0.0,4.5,4.5,1,635506.6,212486.12,3152,2011,20.88222221656549,49.76444446605529
K.Bsd-02.22,Jaskinia w Pękniętej Kopie,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),13.0,5.0,0.0,5.0,0,629882.69,181521.16,2925,2015,20.79388886627438,49.48722219554547
K.Bm-02.06,Jaskinia Czarne Działy II,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),54.5,8.0,0.0,8.0,1,525946.77,209058.27,3011,2011,19.360277783585882,49.74833335982071
K.Bs-04.05,Jaskinia w Klimczoku III,Karpaty,Bielsko-Biała (gm. miejska),Skarb Państwa (Lasy Państwowe),6.0,3.0,0.0,3.0,1,499539.81,208193.3,2930,2011,18.99361109521081,49.741111089906326
K.Pc-01.03,Jaskinia w Ciężkowicach I,Karpaty,Ciężkowice (gm. miejsko-wiejska),Skarb Państwa,9.0,2.7,0.8,3.5,0,642166.97,214881.58,2999,2011,20.975555559391083,49.78444445795489
K.Bsd-02.33,Studnia Grzybiarzy,Karpaty,Piwniczna-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),8.0,5.0,0.0,5.0,0,630656.77,178605.3,2956,2011,20.80361115167418,49.4608332949948
K.Bn-07.06,Jaskinia w Zamkowej Górze V,Karpaty,Osiek Jasielski (gm. wiejska),Prywatny,8.0,0.0,4.0,4.0,0,676066.08,193693.61,3114,2011,21.436666667339,49.5850000001635
K.Pc-01.01,Jaskinia w Grunwaldzkiej Skale,Karpaty,Ciężkowice (gm. miejsko-wiejska),Skarb Państwa,17.0,0.0,4.5,4.5,0,641947.91,214844.92,2997,2011,20.9725000138978,49.7841666632278
K.Bm-02.08,Jaskinia Czarne Działy III,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),115.0,9.0,0.0,9.0,1,526007.23,208965.93,3013,2011,19.361111101735133,49.74749996620503
K.Bs-04.22,Jaskinia Brodata,Karpaty,Szczyrk (gm. miejska),Prywatny,9.0,0.0,0.0,0.0,0,499959.96,204951.53,2957,2011,18.99944445005614,49.71194447537721
K.Bm-02.05,Jaskinia Czarne Działy I,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),55.0,10.0,0.0,10.0,1,526007.23,208965.93,3010,2011,19.361111101735133,49.74749996620503
K.Bn-07.11,Schronisko w Zamkowej Górze IX,Karpaty,Osiek Jasielski (gm. wiejska),,7.0,0.0,0.0,0.0,0,675554.37,193986.06,3119,2011,21.429722221651744,49.587777778183465
K.Pw-01.01,Melsztyńska Dziura,Karpaty,Zakliczyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),10.0,0.0,2.0,2.0,0,628869.43,223724.13,2991,2011,20.793811988579137,49.866964459036446
K.Bmk-01.01,Schronisko w Żurawicy,Karpaty,Stryszawa (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,536940.53,210449.84,3024,2011,19.513055620383454,49.76027775847237
K.Bm-02.12,Mały Okap w Czarnych Działach,Karpaty,Ślemień (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.0,0.0,0.0,0.0,0,525906.61,209088.95,3016,2011,19.35972220420391,49.748611119504346
K.Bs-03.32,Jaskinia Malinka,Karpaty,Wisła (gm. miejska),Skarb Państwa (Lasy Państwowe),16.0,0.0,0.0,0.0,1,497875.44,198777.21,2914,2011,18.970555568887377,49.65638885407253
K.Bsd-02.16,Jama pod Wantą,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),7.0,0.0,0.0,0.0,0,628313.31,181514.91,2916,2011,20.77222222265282,49.487499999730574
K.Bsd-02.39,Szczelina w Diablim Zamku,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),7.0,0.0,6.0,6.0,0,630744.69,181128.48,2974,2015,20.805658352660235,49.48350559445447
K.Pc-02Ex,Grota Os,Karpaty,Pleśna (gm. wiejska),,0.0,0.0,0.0,0.0,0,637514.05,225754.73,3047,2011,20.91479499547065,49.88329971785797
K.Bsd-02.35,Dziura nad Lembarskim,Karpaty,Piwniczna-Zdrój (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,634384.6,176842.47,2965,2011,20.854444493052682,49.44416665439371
K.Bm-02.13,Schronisko pod Głazem,Karpaty,Andrychów (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),4.5,0.0,0.0,0.0,0,528436.86,211077.65,3018,2011,19.39500000037888,49.7663888889804
K.Bn-09.26,Jaskinia L-22,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,10.0,0.0,0.0,0.0,1,694508.87,188373.82,3182,2011,21.68899475271605,49.53153636987498
K.Pc-01.09,Schronisko w Ostruszy I,Karpaty,Ciężkowice (gm. miejsko-wiejska),Prywatny,4.0,0.0,0.0,0.0,0,642872.96,214053.76,3005,2015,20.98505556069021,49.77683333405303
K.Bs-04.12,Jaskinia w Trzech Kopcach III,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),6.0,3.0,0.0,3.0,1,498859.36,207359.81,2941,2011,18.984166719592675,49.733611138322686
K.Bsd-02.36,Grota pod Pustą Wielką,Karpaty,Muszyna (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,632352.59,172592.1,2968,2011,20.82500004026407,49.40638887627046
K.Pw-02.01,Grota w Paprotnej,Karpaty,Żegocina (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,603760.24,220504.36,2996,2011,20.44357033513666,49.842885823260886
K.Bsd-02.31,Feleczyńska Studnia,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),46.0,15.0,0.0,15.0,1,631850.6,180857.95,2954,2011,20.82083326765697,49.48083335254646
K.Bn-06.03,Schronisko w Diablim Kamieniu III,Karpaty,Dębowiec (gm. wiejska),Skarb Państwa,3.5,0.0,0.0,0.0,0,671068.7,195449.77,3098,2011,21.368333333973975,49.60222222257212
K.Bm-01.03,Jaskinia Koziańska,Karpaty,Kozy (gm. wiejska),Prywatny,9.0,0.0,0.0,0.0,1,509396.32,216836.78,2995,2011,19.130659660292935,49.81880384785097
K.Bsd-02.27,Jaskinia Mała Niedźwiedzia,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,3.0,0.0,3.0,0,629614.65,181792.78,2942,2011,20.79027781037248,49.489722254224304
K.Pc-02.02,Schronisko w Żurowej II,Karpaty,Szerzyny (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,656330.53,219691.45,3033,2011,21.174166693570818,49.82416663169715
K.Bn-07.08,Schronisko w Zamkowej Górze VII,Karpaty,Osiek Jasielski (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,676002.87,193784.26,3116,2011,21.435833297514097,49.58583329822339
K.Bm-02.02,Jaskinia Strzelista,Karpaty,Łękawica (gm. wiejska),Skarb Państwa (Lasy Państwowe),30.5,10.0,0.0,10.0,0,521925.98,208978.72,3007,2011,19.30444447694922,49.747777805778725
K.Bs-04.04,Jaskinia w Klimczoku II,Karpaty,Bielsko-Biała (gm. miejska),Skarb Państwa (Lasy Państwowe),6.5,0.0,0.0,0.0,1,499539.79,207977.18,2929,2011,18.993611072865985,49.73916662387793
T.E-09.40,Jaskinia nad Percią,Tatry,Kościelisko (gm. wiejska),Skarb Państwa,15.0,0.0,5.4,5.4,0,563604.53,152492.09,4368,2014,19.874011053027214,49.23663057577157
J.Olk.I-10.06,Schronisko z Matką Boską,Wyżyna Śląsko-Krakowska,Krzeszowice (gm. miejsko-wiejska),Prywatny,5.4,3.0,0.0,3.0,0,547458.48,253577.81,10871,2015,19.664444471739035,50.14752778777578
K.Pc-01.12,Schronisko w Ostruszy IV,Karpaty,Ciężkowice (gm. miejsko-wiejska),Prywatny,3.0,0.0,0.0,0.0,0,642831.47,214034.13,3023,2015,20.984472259066205,49.77666669831659
K.Pr-01.11,Jaskinia Wietrzna,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,14.0,5.0,0.0,5.0,0,622200.72,211348.18,3083,2011,20.697133002395894,49.75706528328359
K.Bż-03.01,Jaskinia przed Rozdrożem,Karpaty,Jeleśnia (gm. wiejska),Prywatny,22.4,2.5,0.0,2.5,1,523401.77,186817.41,2982,2011,19.323611161528756,49.5483333242351
K.Bż-05.01,Schronisko w Okrąglicy,Karpaty,Zawoja (gm. wiejska),Prywatny,4.5,0.0,0.0,0.0,1,547268.94,195802.6,2988,2011,19.654722185698137,49.627777820249406
K.Bn-01.01,Partyzancka Jama,Karpaty,Nawojowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),47.0,14.0,0.0,14.0,1,629266.55,188826.93,3029,2015,20.78777774515445,49.5530555141161
K.Bż-02.02,Schron w Rowie,Karpaty,Jeleśnia (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,1,517573.15,187814.3,2973,2011,19.243055537215028,49.557500038507364
K.Bs-02.36,Schronisko Liściaste,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,503969.54,197388.94,2824,2011,19.055000057702955,49.643888853606846
K.Pc-02.03,Pieczara pod Liwoczem,Karpaty,Szerzyny (gm. wiejska),Prywatny,5.0,0.0,0.0,0.0,0,665625.63,217744.36,3034,2011,21.302499989542746,49.80416670711743
K.Pr-01.04,Schronisko koło Daczy,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,11.0,0.0,0.0,0.0,0,622199.12,211408.13,3051,2011,20.697129613249125,49.75760474991317
K.Pr-02.02,Schronisko w Omszałej Skale,Karpaty,Korzenna (gm. wiejska),Skarb Państwa,5.0,2.0,0.0,2.0,0,632943.46,210939.7,3145,2011,20.84611104225059,49.751111117076675
K.Pr-03.03,Schronisko w Polichtach III,Karpaty,Gromnik (gm. wiejska),Prywatny,3.0,0.0,0.0,0.0,0,637471.77,218757.31,3184,2015,20.91172223241867,49.82038890975606
K.Bn-09.48,Ciemna Studnia,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,4.0,4.0,0.0,4.0,1,694436.01,188509.34,3207,2011,21.688055505188927,49.53277775873713
K.Bn-09.34,Schronisko Szparowe III,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,4.0,0.0,0.0,0.0,1,694496.28,188511.5,3191,2011,21.688888830510955,49.5327778208611
K.Bn-09.40,Jaskinia Kacza,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,49.0,8.0,0.0,8.0,1,694496.28,188511.5,3198,2011,21.688888830510955,49.5327778208611
K.Bw-01.04,Schronisko w Luboniu Wielkim III,Karpaty,Mszana Dolna (gm. wiejska),Komunalny,4.0,0.0,0.0,0.0,1,571864.31,198450.05,3212,2011,19.995833358911035,49.649166633563226
K.Bn-07.10,Leśna Studnia,Karpaty,Osiek Jasielski (gm. wiejska),Prywatny,20.0,9.0,0.0,9.0,1,675692.85,194052.34,3118,2011,21.43166662623437,49.58833332829081
K.Pr-03.01,Schronisko w Polichtach I,Karpaty,Gromnik (gm. wiejska),Prywatny,7.0,0.0,2.0,2.0,0,637471.77,218757.31,3180,2015,20.91172223241867,49.82038890975606
K.Bn-09.33,Schronisko Szparowe II,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,3.0,1.5,0.0,1.5,1,694536.46,188512.93,3190,2011,21.68944437565849,49.532777769064246
K.Bn-09.37,Jaskinia Beskidników,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,9.0,3.6,0.0,3.6,1,694535.36,188543.8,3194,2011,21.689444419884722,49.533055568368034
K.Bn-10.03,Jaskinia na Wierzchowinie I,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,22.0,5.0,0.0,5.0,1,695179.35,188535.94,3221,2015,21.698333285734098,49.53277774238917
K.Bw-01.06,Schronisko w Luboniu Wielkim V,Karpaty,Mszana Dolna (gm. wiejska),Komunalny,7.0,2.5,0.0,2.5,1,571864.31,198450.05,3223,2011,19.995833358911035,49.649166633563226
K.Bn-09.09,Schronisko Gangusiowe III,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,3.0,0.0,0.0,0.0,1,694630.29,188701.73,3137,2011,21.690833277921072,49.53444447409636
K.Bn-09.19,Schronisko w Starym Osuwisku III,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,0.0,0.0,0.0,0.0,1,694608.0,188762.74,3171,2011,21.690555590516976,49.53499996725054
K.Bn-09.36,Schronisko Szparowe IV,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,4.0,0.0,0.0,0.0,1,694535.36,188543.8,3193,2011,21.689444419884722,49.533055568368034
K.Bn-09.12,Mała Studnia Lotników,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,3.0,0.0,0.0,0.0,1,694651.49,188671.58,3140,2011,21.69111114633823,49.534166686339965
K.Pr-01.14,Schronisko w Tropiu II,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,619587.85,215597.75,3097,2011,20.662168612653737,49.79580876874042
K.Bn-07.09,Schronisko w Zamkowej Górze VIII,Karpaty,Osiek Jasielski (gm. wiejska),Prywatny,5.0,0.0,0.0,0.0,0,676002.87,193784.26,3117,2011,21.435833297514097,49.58583329822339
K.Bn-09.42,Mała Diabla Dziura,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,26.0,6.0,0.0,6.0,1,694415.92,188508.62,3201,2015,21.68777773002872,49.53277773669426
K.Bn-05.04,Jaskinia w Kornutach III,Karpaty,Sękowa (gm. wiejska),Skarb Państwa,11.0,0.0,2.0,2.0,1,668355.54,193572.87,3088,2011,21.330000033044993,49.586111143932236
K.Bn-09.28,Schron Gubałówka,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,3.0,0.0,0.0,0.0,1,694419.23,188416.02,3185,2011,21.68777776911138,49.53194442489521
K.Bn-07.12,Schronisko w Zamkowej Górze X,Karpaty,Osiek Jasielski (gm. wiejska),Prywatny,4.0,2.0,0.0,2.0,0,675515.23,193953.9,3120,2011,21.42916666724063,49.587500000400716
K.Bn-09.22,Schronisko w Grzędzie II,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,14.0,0.0,0.0,0.0,1,694609.1,188731.88,3174,2011,21.690555544481455,49.53472225801307
K.Pr-01.05,Jaskinia Ciasna,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,7.0,0.0,0.0,0.0,0,622198.85,211418.12,3077,2011,20.69712900160258,49.75769464670282
K.Bn-09.16,Jaskinia Ukryta,Karpaty,Dukla (gm. miejsko-wiejska),Prywatny,23.0,5.0,0.0,5.0,1,694629.19,188732.59,3167,2015,21.690833325468404,49.534722183318955
K.Pr-03.02,Schronisko w Polichtach II,Karpaty,Gromnik (gm. wiejska),Prywatny,9.0,0.0,0.0,0.0,0,637471.77,218757.31,3181,2015,20.91172223241867,49.82038890975606
K.Bsd-01.20,Dziura pod Kiczorą,Karpaty,Rytro (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,618356.26,177676.22,2874,2011,20.633611111260606,49.45500000037525
K.Bn-04.03,Niska Dziura,Karpaty,Sękowa (gm. wiejska),Prywatny,11.0,2.0,0.0,2.0,1,664059.42,193964.51,3071,2011,21.27075613206357,49.59081337026831
K.Bn-03.01,Schronisko w Ostrym Wierchu,Karpaty,Uście Gorlickie (gm. wiejska),Prywatny,2.0,0.0,0.0,0.0,1,653965.92,176797.16,3066,2011,21.12445689433347,49.439112335754295
K.Pr-01.01,Jaskinia Szkieletowa,Karpaty,Gródek nad Dunajcem (gm. wiejska),Prywatny,110.0,16.0,3.0,19.0,0,622199.38,211398.14,3048,2011,20.697130086079838,49.75751485515614
K.Bn-04.01,Schronisko Małe,Karpaty,Sękowa (gm. wiejska),Prywatny,3.5,0.0,0.0,0.0,1,664059.42,193964.51,3069,2011,21.27075613206357,49.59081337026831
K.Bn-02.01,Jaskinia nad Kamieniołomem,Karpaty,Ropa (gm. wiejska),Prywatny,25.0,6.0,0.0,6.0,1,650288.61,190293.71,3031,2011,21.078888846854092,49.56138888738252
K.Bs-03.03,Jaskinia w Jaworzynie,Karpaty,Szczyrk (gm. miejska),Skarb Państwa (Lasy Państwowe),86.0,4.0,0.0,4.0,1,501942.69,202914.21,2866,2011,19.026944438018766,49.69361113149504
K.Bż-01.02,Schronisko w Rycerzowej II,Karpaty,Ujsoły (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,506836.01,171454.29,2966,2011,19.09426671878668,49.410516692642354
T.A-24.06,Łężna Dziura,Tatry,Poronin (gm. wiejska),Skarb Państwa,6.6,2.7,0.0,2.7,0,578068.38,157718.24,11041,2016,20.07375003831714,49.28197223723869
K.Bż-02.01,Jaskinia w Boraczej,Karpaty,Węgierska Górka (gm. wiejska),Skarb Państwa (Lasy Państwowe),28.0,8.0,0.0,8.0,1,513182.32,184714.59,2972,2011,19.182222271717063,49.529722255746215
K.Bs-03.23,Jaskinia Lisia,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,0,503466.34,200506.82,2903,2011,19.04805557716509,49.67194440843917
J.Cz.IV-03.70,Schronisko koło Drogi II,Wyżyna Śląsko-Krakowska,Pilica (gm. miejsko-wiejska),Prywatny,5.8,0.0,0.0,0.0,0,544525.8,286095.62,2745,2013,19.627222222874256,50.44027777763244
K.Bs-04.08,Schronisko w Biłej II,Karpaty,Szczyrk (gm. miejska),Prywatny,4.5,0.0,0.0,0.0,0,500320.19,207205.33,2933,2011,19.004444446429613,49.73222225218025
K.Bs-04.11,Jaskinia w Trzech Kopcach II,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),6.5,0.0,0.0,0.0,1,498819.33,207359.82,2940,2011,18.983611061170773,49.73361115101815
K.Bs-03.119,Pietraszkowa Szczelina Dolna,Karpaty,Wisła (gm. miejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,1,497822.5,198719.5,10168,2015,18.969822190767204,49.655869431631174
K.Bs-04.21,Jaskinia Lisia Jama,Karpaty,Szczyrk (gm. miejska),Prywatny,5.0,0.0,0.0,0.0,1,499979.98,204179.68,2953,2011,18.999722264624925,49.70499998095679
K.Bż-05.58,Tunel w Rowie w Okrąglicy,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.5,0.0,0.0,0.0,1,547274.08,195788.75,10205,2015,19.654791704737136,49.62765281268998
J.Cz.III-06.95,Jaskinia Św. Pachomiusza,Wyżyna Śląsko-Krakowska,Kroczyce (gm. wiejska),Prywatny,8.0,3.6,0.0,3.6,0,539353.85,302593.58,11357,2020,19.55611116718228,50.589055568421436
K.Bs-03.17,Schronisko pod Głazem,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,1,503406.19,200568.53,2890,2011,19.047222225955206,49.6724999725185
K.Bs-03.16,Jaskinia w Skrzycznem VII,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),6.0,0.0,0.0,0.0,0,503406.19,200568.53,2889,2011,19.047222225955206,49.6724999725185
K.Pc-01.06,Schronisko w Ciężkowicach IV,Karpaty,Ciężkowice (gm. miejsko-wiejska),Skarb Państwa,15.0,0.0,0.0,0.0,0,641866.33,214904.56,3002,2011,20.971388861536145,49.78472221788298
K.Bsd-02.19,Jaskinia Ciężkiej Roboty,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),8.0,2.0,0.0,2.0,0,628172.54,181511.6,2919,2011,20.770277790987077,49.48750001661048
K.Bs-02.05,Schronisko w Gańczorce III,Karpaty,Istebna (gm. wiejska),Prywatny,5.5,0.0,0.0,0.0,0,498698.37,189792.73,2793,2011,18.98199037486575,49.57555465440635
K.Bs-03.06,Jaskinia w Skrzycznem V,Karpaty,Szczyrk (gm. miejska),Skarb Państwa (Lasy Państwowe),6.0,0.0,0.0,0.0,1,502183.19,202512.94,2869,2011,19.030277846542532,49.68999998763996
K.Bs-02.47,Schronisko pod Płytą,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.5,0.0,1.1,1.1,1,504029.73,197327.24,2839,2011,19.055833386470248,49.64333332070584
K.Bs-02.27,Schronisko w Muronce IX,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.3,0.0,0.0,0.0,0,503976.55,197443.59,2816,2011,19.05509773976233,49.644380510141104
K.Bsd-02.14,Jaskinia Złotniańska,Karpaty,Nawojowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),155.0,12.0,0.0,12.0,0,627393.91,182111.1,2913,2011,20.759722222553087,49.49305555540762
K.Bn-04.04,Jasna Szpara,Karpaty,Sękowa (gm. wiejska),Prywatny,6.0,3.0,0.0,3.0,1,664059.42,193964.51,3072,2011,21.27075613206357,49.59081337026831
K.Bsd-02.20,Jaskinia Kamiennej Rzeźby,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),12.0,7.0,0.0,7.0,1,628172.54,181511.6,2920,2011,20.770277790987077,49.48750001661048
J.Cz.IV-03.57,Pochyła Szczelina,Wyżyna Śląsko-Krakowska,Ogrodzieniec (gm. miejsko-wiejska),Prywatny,15.5,0.0,7.5,7.5,0,543528.28,285099.15,2736,2013,19.613055555246504,50.431388888829105
J.Cz.IV-03.65,Schronisko w Górze Ruskiej III,Wyżyna Śląsko-Krakowska,Pilica (gm. miejsko-wiejska),Prywatny,4.0,0.0,0.0,0.0,0,544520.67,284366.32,2740,2013,19.626944444092288,50.42472222228952
J.Cz.IV-03.75,Niskie Okienko,Wyżyna Śląsko-Krakowska,Pilica (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),7.5,2.9,0.0,2.9,0,546264.05,285770.9,2751,2013,19.65166666596584,50.43722222239787
K.Bsd-01.07,Zawarta Studnia,Karpaty,Rytro (gm. wiejska),Skarb Państwa (Lasy Państwowe),10.0,8.0,0.0,8.0,0,616589.63,180263.42,2851,2011,20.61000000041534,49.478611111106204
K.Bs-04.17,Schronisko w Szyndzielni II,Karpaty,Bielsko-Biała (gm. miejska),Skarb Państwa (Lasy Państwowe),4.0,2.0,0.0,2.0,1,499620.0,210354.48,2949,2011,18.99472227870359,49.76055559009131
K.Bsd-02.21,Studnia Skalnej Ciasnoty,Karpaty,Łabowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),9.0,5.0,0.0,5.0,0,628192.65,181512.07,2922,2011,20.77055555670115,49.48749999347722
T.A-24.05,Nyża nad Grotą w Jaworzyńskim Żlebie,Tatry,Poronin (gm. wiejska),Skarb Państwa,2.8,0.0,0.0,0.0,0,578086.64,157712.32,11042,2016,20.07399998271269,49.28191664532253
K.Bż-03.02,Jaskinia pod Halą Miziową,Karpaty,Jeleśnia (gm. wiejska),Prywatny,13.0,3.5,0.0,3.5,1,523403.49,186416.06,2984,2011,19.323611093153627,49.54472218418958
K.Bsd-01.16,Dziura pod Kamieniem,Karpaty,Rytro (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,615792.25,179906.71,2865,2011,20.59888888833677,49.475555555334886
