NR_INWENT,NAZWA,REGION,GMINA,WLASCICIEL,DLUGOSC,GLEBOKOSC,PRZEWYZSZE,DENIWELACJ,OSUWISKOWA,X_1992,Y_1992,ID,ROK_AKTUAL,lon,lat
J.Cz.I-04.03,Schronisko w Pabianicach I,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Prywatny,18.0,3.5,0.0,3.5,0,526722.69,316739.18,2353,2013,19.378646319209743,50.71701822572425
K.Bż-05.48,Lisia Jama nad Jastrzębim I,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.0,0.0,0.0,0.0,1,541562.19,198009.78,10183,2015,19.575916622281166,49.648055529858645
J.Cz.III-04.01,Jaskinia Obora,Wyżyna Śląsko-Krakowska,Niegowa (gm. wiejska),Prywatny,17.0,0.0,0.0,0.0,0,534282.29,305565.68,3371,2013,19.484722222805463,50.61611111150586
J.BK-02.09,Okienko Zbójnickie,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,9.0,2.0,0.0,2.0,0,564674.62,241732.93,2076,2013,19.903446400570854,50.03934839522362
J.GT-05.03,Jaskinia Dzikiej Świni,Wyżyna Śląsko-Krakowska,Czernichów (gm. wiejska),Skarb Państwa (Lasy Państwowe),14.0,0.0,0.0,0.0,0,546275.35,243559.89,2401,2013,19.646666666301662,50.0575000002122
J.GT-05.02,Jaskinia Sobotnia,Wyżyna Śląsko-Krakowska,Czernichów (gm. wiejska),Skarb Państwa (Lasy Państwowe),24.0,1.8,2.7,4.5,0,546275.61,243529.02,2400,2013,19.646666666563796,50.05722222241494
J.Cz.I-05.55,Wiercica,Wyżyna Śląsko-Krakowska,Niegowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),210.0,31.0,0.0,31.0,0,529347.03,312092.4,2519,2013,19.415461386510774,50.67509174901465
J.Cz.I-03.20,Schronisko w Turni Simonda na Pustelnicy,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,519673.29,318327.71,2262,2013,19.27884633687561,50.731589522222606
J.BK-02.38,Schronisko w Wielogórze,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Skarb Państwa (Lasy Państwowe),6.0,0.0,0.0,0.0,0,559071.29,237454.58,2122,2013,19.82452284755638,50.00144411041413
J.Cz.I-03.05,Schronisko obok Studniska,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),12.0,2.0,0.0,2.0,0,519069.74,318056.13,2237,2013,19.2702777781058,50.72916666674978
J.BK-02.21,Jaskinia pod Fortem,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Prywatny,15.0,3.4,0.0,3.4,0,562350.81,241160.93,2088,2013,19.87089580791789,50.03445098575317
J.Olk.I-06.68,Postrzępiony Okap,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,2.0,0.0,0.0,0.0,0,554272.57,254720.5,1994,2013,19.760000000371075,50.15722222246233
J.Wl-01.20,Jaskinia Mariusza II,Wyżyna Śląsko-Krakowska,Działoszyn (gm. miejsko-wiejska),Prywatny,4.5,0.0,1.5,1.5,0,485414.63,358371.48,1776,2013,18.79166666736829,51.091944444732604
J.Wl-02Ex,Jaskinia Rudnickiego,Wyżyna Śląsko-Krakowska,Działoszyn (gm. miejsko-wiejska),Prywatny,0.0,0.0,0.0,0.0,0,487167.1,359262.38,1799,2013,18.816666617348776,51.100000030141935
J.Cz.I-01.01Ex,Schroniska w Liboradzu,Wyżyna Śląsko-Krakowska,Mstów (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,516280.06,326445.96,2146,2013,19.23111111059458,50.804722222537336
J.BK-04.07,Schronisko nad Jaskiniami Wiślanymi,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,8.0,0.0,0.0,0.0,0,556863.07,238914.9,2191,2013,19.793920000130097,50.01479589315926
J.Cz.I-02.07,Schronisko w Górze Towarniej Dużej,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,5.0,0.0,0.0,0.0,0,519132.05,322441.28,2182,2013,19.271388888273215,50.768611110998776
J.BK-02.28,Schronisko w Skałach Winnicy,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,2.5,0.0,0.0,0.0,0,557635.99,239915.19,2112,2013,19.804860654268943,50.023720012742054
J.Olk.I-06.99,Szeroki Okap,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,6.0,0.0,1.4,1.4,0,554131.21,254966.1,2056,2013,19.758055556028292,50.15944444412938
J.Olk.I-07.01,Schronisko w Łączkach I,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa,5.0,0.0,0.0,0.0,0,552694.83,253778.31,1951,2013,19.737777778363693,50.1488888886029
J.Olk.I-07.38,Komin w Wielkiej Skale,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,10.5,7.5,0.0,7.5,0,554832.68,258122.93,2022,2013,19.76833333321302,50.187777777764715
J.BK-02.26,Kawerna Winnica I,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,105.0,0.0,0.0,0.0,0,561660.1,239702.99,2110,2013,19.861014900870078,50.021407850834244
J.Cz.I-02.30,Jaskinia w Zrębicach,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,18.0,5.2,0.0,5.2,0,523165.63,318134.46,2218,2013,19.328333333088786,50.72972222231959
J.BK-03.21,Szczelina przy Jaskini Kryspinowskiej,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,1.0,0.0,1.0,0,557221.33,241963.27,2173,2013,19.79937648539447,50.04218420534069
J.BK-02.29,Schronisko w Winnicy  I,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,13.0,0.0,0.0,0.0,0,557588.19,239833.94,2113,2013,19.804180987930344,50.02299375325377
J.Cz.I-02.24,Jaskinia w Lipówce,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,22.0,0.0,5.0,5.0,0,519134.76,319392.59,2209,2013,19.2712687422146,50.74118666115381
J.BK-02.15,Jaskinia Jasna,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,82.0,3.2,0.0,3.2,0,564544.76,241729.45,2082,2013,19.901632060306817,50.039331234511074
J.Cz.I-03.07,Jędrusiowa Jama,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),4.5,0.0,0.0,0.0,0,519030.54,318055.99,2240,2013,19.269722222064225,50.72916666675618
J.Cz.I-02.10,Schronisko w Górze Zajęczej,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,7.0,1.0,0.0,1.0,0,519747.21,321138.26,2185,2013,19.280044837760126,50.75686925427125
K.Bs-03.125,Jaskinia w Gościejowie,Karpaty,Wisła (gm. miejska),Skarb Państwa (Lasy Państwowe),7.5,5.0,0.0,5.0,1,493235.31,198324.09,10177,2014,18.906255561274296,49.65227779683782
J.Cz.I-02.26,Schronisko w Przymiłowicach I,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,3.0,0.0,0.0,0.0,0,523074.13,321098.51,2211,2013,19.327222222677904,50.7563888891992
J.BK-03.16,Tradytor w Olszanicy,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),,18.0,10.0,0.0,10.0,0,559998.92,244746.15,2151,2013,19.838611116802802,50.06694444680459
J.Olk.I-07.58,Tunel Stromy na Tomaszówkach Dolnych,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,11.0,1.0,4.0,5.0,0,555640.28,258625.38,2046,2013,19.77972222176238,50.19222222185039
K.Bs-02.41,Dziura w Ziemi,Karpaty,Lipowa (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,2.5,0.0,2.5,0,504089.82,197389.03,2829,2011,19.05666660025178,49.6438888597428
J.Cz.I-03.16,Schronisko Pogorzelskiego,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),6.0,0.0,0.0,0.0,0,519324.87,317964.43,2256,2013,19.273888889322574,50.72833333330869
J.Cz.IV-01.03,Schronisko w Niegowonicach,Wyżyna Śląsko-Krakowska,Łazy (gm. miejsko-wiejska),Prywatny,39.1,0.0,2.6,2.6,0,530986.09,281397.82,2425,2013,19.43611111130673,50.398888888678506
J.GT-02.02,Tunel przy Skale Kmity,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,557037.28,248480.94,2221,2013,19.797777777299416,50.100833332958004
J.Cz.III-05.09,Mała Studnia Szpatowców,Wyżyna Śląsko-Krakowska,Kroczyce (gm. wiejska),Prywatny,13.0,9.5,0.0,9.5,0,536911.16,300519.24,3533,2013,19.521388888403838,50.57055555522889
J.Olk.I-07.47,Jaskinia Nietoperzowa - Zygmunta,Wyżyna Śląsko-Krakowska,Jerzmanowice-Przeginia (gm. wiejska),Prywatny,891.0,40.2,11.8,52.0,0,555266.39,258816.95,2031,2020,19.77451104424015,50.193980556475054
J.BK-02.30,Schronisko w Winnicy II,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,6.0,0.0,0.0,0.0,0,557590.06,239764.02,2114,2013,19.804196568968838,50.02236456419917
J.BK-05.01,Jaskinia w Kajasówce,Wyżyna Śląsko-Krakowska,Czernichów (gm. wiejska),Skarb Państwa (Lasy Państwowe),25.0,0.0,0.0,0.0,0,547838.98,240702.58,2207,2013,19.668158854354065,50.03167160888015
J.BK-04.10,Jaskinia Na Gołąbcu Dolna,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,6.0,2.4,0.0,2.4,0,556538.26,238726.28,2200,2013,19.789357546660046,50.013130041834515
J.BK-04.13,Rura w Ściejowicach,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,3.0,0.0,0.0,0.0,0,556621.87,237469.02,2206,2013,19.79033930920672,50.001811952724985
J.Cz.I-02.20,Schronisko pod Basztą w Górze Zamkowej,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,5.0,0.0,1.0,1.0,0,519297.28,320125.91,2201,2013,19.273611111813523,50.74777777771164
J.Cz.I-02.05,System Jaskiń Towarnich,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,183.0,8.0,3.0,11.0,0,519053.84,322410.11,2174,2013,19.27027777784429,50.76833333296535
J.Cz.I-03.15,Schronisko Borsucze w Sokolicy,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,519344.47,317964.51,2253,2013,19.274166666687435,50.72833333360339
J.BK-02.31,Tunel nad Okapem I,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,12.0,0.5,4.0,4.5,0,557590.06,239764.02,2115,2013,19.804196527065713,50.022364563589875
J.BK-02.32,Tunel nad Okapem II,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,3.0,0.0,0.0,0.0,0,557590.06,239764.02,2116,2013,19.80419654104343,50.02236456439269
J.Cz.I-03.29,Schronisko Podwójne w Pustelnicy,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),7.0,0.0,3.0,3.0,0,520068.33,318306.91,2277,2013,19.284444444034584,50.731388889055445
J.Cz.I-02.21,Schronisko z Oknem w Górze Zamkowej,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,12.0,0.0,1.0,1.0,0,519473.71,320095.68,2203,2013,19.276111110847868,50.74750000039615
J.Cz.I-02.05Ex,Schronisko Poznaniaków,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,9.5,2.0,0.0,2.0,0,519336.35,320156.93,2177,2013,19.27416666725042,50.748055555510575
J.BK-04.12,Szczeliniec w Ściejowicach,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,23.0,0.0,3.5,3.5,0,556621.34,237489.0,2204,2013,19.79033482515675,50.00199172060632
J.BK-02.17,Jaskinia Pychowicka,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Prywatny,122.0,3.4,4.7,8.1,0,564332.49,241443.88,2084,2013,19.898619259978005,50.036785324864226
K.Bż-05.46,Szkieletowe Schronisko,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),3.5,1.0,0.0,1.0,1,547261.95,196605.29,10181,2015,19.654722167463326,49.63499996168742
J.Cz.I-02.29,Schronisko Św. Idziego,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),21.0,0.0,0.0,0.0,0,522040.62,318381.72,2217,2013,19.312403213049713,50.73199028538586
J.Cz.I-03.12,Schronisko w Sokolicy II,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),6.5,0.0,0.0,0.0,0,519187.67,317963.93,2249,2013,19.271944444982157,50.72833333341396
J.Cz.IV-04.96,Schronisko nad Dołkami I,Wyżyna Śląsko-Krakowska,Pilica (gm. miejsko-wiejska),Prywatny,8.5,0.0,3.0,3.0,0,549254.89,286508.21,2569,2013,19.693888889265647,50.44361111098678
J.BK-04.01,Kawerna w Piekarach,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,68.0,0.0,0.0,0.0,0,557024.07,239249.07,2175,2013,19.79621722458696,50.01778669058217
J.Olk.I-07.53,Tunel Ciasny na Tomaszówkach Dolnych,Wyżyna Śląsko-Krakowska,Wielka Wieś (gm. wiejska),Prywatny,12.0,0.0,0.0,0.0,0,555541.17,258624.35,2037,2013,19.778333333944015,50.19222222221656
K.Bż-05.47,Szkatuła,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),2.0,1.0,0.0,1.0,1,545981.4,195890.34,10182,2015,19.636899936286458,49.62866667296121
J.Cz.I-02.22,Schroniska pod Dziewicą,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,7.0,3.5,0.0,3.5,0,519983.09,320097.61,2205,2013,19.28333333359979,50.74750000039723
J.Cz.I-03.14,Jaskinia na Półce w Sokolicy,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),33.0,0.0,10.0,10.0,0,519305.27,317964.36,2252,2013,19.273611110543104,50.728333333255165
J.Cz.I-03.31,Schronisko Pimponiówka,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,520049.68,318059.81,2279,2013,19.2841666666295,50.72916666635761
J.BK-02.10,Jaskinia Twardowskiego,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,500.0,12.7,4.1,16.8,0,564635.74,241691.9,2077,2013,19.902896451726882,50.038983535492555
J.Cz.I-02.25,Schronisko w Podciętej Turni na Lipówce,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,13.0,0.0,1.0,1.0,0,519232.75,319465.21,2210,2013,19.272661637475203,50.74183661353203
J.GT-03.08,Chlebowy Piec,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,550958.21,244467.05,2230,2013,19.712222222172542,50.06527777756935
J.Cz.I-02.06Ex,Studnia Wołoszyna,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,0.0,0.0,0.0,0.0,0,519690.85,319664.18,2180,2013,19.279166666389532,50.74361111084448
J.Cz.I-03.02,Schronisko w Amfiteatrze,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),12.0,0.0,6.0,6.0,0,518991.46,318024.97,2233,2013,19.269166665956764,50.72888888866376
J.Cz.I-03.70,Okap w Karzełku,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),12.0,0.0,3.0,3.0,0,520721.72,316886.81,2347,2013,19.29362539020321,50.71859141589961
J.BK-03.14,Schronisko w Zielonym Dole,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Skarb Państwa (Lasy Państwowe),3.5,0.0,0.0,0.0,0,560934.56,244401.76,2138,2013,19.851632251968045,50.06375123406902
J.Cz.I-02.03Ex,Schronisko V w Przymiłowicach,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,20.0,0.0,3.0,3.0,0,523054.81,321036.67,2167,2013,19.3269444034278,50.75583334132568
J.Cz.I-03.22,Jaskinia Koralowa,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),375.0,35.4,0.0,35.4,0,519696.09,318274.62,2267,2013,19.27916666629968,50.73111111081919
J.Cz.I-03.09,Jaskinia pod Sokolą,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),70.0,24.4,0.0,24.4,0,519089.34,318056.21,2243,2013,19.27055555612795,50.72916666665354
K.Bsd-02.03,Jama Brudasów,Karpaty,Rytro (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,3.5,0.0,3.5,0,623981.06,181785.36,2879,2011,20.71249999952904,49.49083333331256
J.Cz.III-06.64,Popielowy Przezior,Wyżyna Śląsko-Krakowska,Kroczyce (gm. wiejska),Prywatny,4.0,0.0,0.0,0.0,0,538185.98,302428.08,11330,2020,19.539591714780574,50.58764443698307
J.GT-03.32,Okienko,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,548486.76,247408.35,2299,2013,19.67805555565134,50.09194444450202
S.III-04.31,Jaskinia w Podgórkach (S-5.31),Sudety,Świerzawa (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),17.0,4.5,0.0,4.5,0,280192.9,347862.04,3973,2014,15.869212362294828,50.95562232381305
J.Olk.I-01.05,Schronisko Pionowe w Ostryszni,Wyżyna Śląsko-Krakowska,Trzyciąż (gm. wiejska),Skarb Państwa (Lasy Państwowe),11.2,0.0,11.2,11.2,0,560805.6,272015.92,10883,2014,19.854249941485786,50.31216665401565
J.BK-04.02,Schronisko w Okrążku,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Komunalny,3.0,0.0,0.0,0.0,0,556924.18,239246.4,2176,2013,19.794822272161763,50.01777220767962
K.Bmk-02.10,Zbójska Dziura,Karpaty,Zawoja (gm. wiejska),Skarb Państwa (Lasy Państwowe),19.0,8.0,0.0,8.0,1,544766.81,201771.2,10226,2015,19.620750006267762,49.68166670476421
K.Bs-04.51,Jaskinia w Grabowej III,Karpaty,Brenna (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,2.5,0.0,2.5,1,496608.35,200756.54,10227,2014,18.952977720632177,49.674191629464104
J.Cz.I-02.03,Koleba w Rachowcu,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,5.0,0.0,0.0,0.0,0,518314.47,321048.75,2168,2013,19.25972222272163,50.756111110753054
J.BK-03.03,Nyża nad Strzelnicą,Wyżyna Śląsko-Krakowska,Kraków (gm. miejska),Komunalny,3.0,0.0,0.0,0.0,0,563088.8,243839.67,2127,2013,19.881643831458483,50.05847015131971
J.Cz.I-03.46,Schronisko za Trawersem w Puchaczu,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,520461.02,318123.16,2300,2013,19.28999999959467,50.72972222182583
J.GT-03.13,Jaskinia nad Matką Boską,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),54.0,0.0,0.0,0.0,0,550620.35,244463.84,2244,2013,19.70750004612646,50.06527774702754
J.Cz.I-01.07,Schronisko w Srocku,Wyżyna Śląsko-Krakowska,Mstów (gm. wiejska),Skarb Państwa (Lasy Państwowe),8.0,3.5,0.0,3.5,0,517732.66,325091.99,2157,2013,19.25166666660518,50.79250000031221
J.Cz.I-02.02,Okap w Rachowcu,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,17.0,0.0,0.0,0.0,0,518308.07,322870.64,2165,2013,19.25972222202236,50.77249999975372
J.GT-03.10,Jaskinia na Miłaszówce,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),22.0,0.0,0.0,0.0,0,550879.01,244435.42,2236,2013,19.711111111491594,50.06500000018431
J.GT-05.10,Jaskinia na Wrzosach Południowa,Wyżyna Śląsko-Krakowska,Czernichów (gm. wiejska),Skarb Państwa (Lasy Państwowe),14.0,0.0,0.0,0.0,0,543353.09,243566.28,2408,2013,19.605833326319225,50.057777763374844
J.Cz.I-04.01Ex,Schronisko Kadzielniańskie w Siedlcu I,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Prywatny,8.0,3.0,0.0,3.0,0,527065.35,314447.64,2350,2013,19.383333333953676,50.69638888854098
J.GT-04.11,Schronisko Kuny,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Prywatny,5.0,0.0,0.0,0.0,0,552228.91,246640.79,2351,2013,19.730277778108384,50.08472222232649
J.Cz.I-03.37,Schroniska w Pustelnicy IV,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),9.0,0.0,3.0,3.0,0,520286.67,317597.53,2285,2013,19.28750000004389,50.72500000024644
J.GT-04.05,Jaskinia nad Skrzatami,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,552737.85,249424.85,2336,2013,19.737777777481224,50.10972222251328
J.GT-04.09,Schronisko pod Kazalnicą,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Skarb Państwa (Lasy Państwowe),13.0,0.0,3.6,3.6,0,552110.32,246577.88,2346,2013,19.72861111126466,50.084166666729004
J.Cz.I-03.54,Jaskinia Fikuśna,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),21.0,6.5,0.0,6.5,0,521010.4,317970.94,2313,2013,19.297777777103285,50.72833333368504
J.Cz.I-05.53,Jaskinia za Złamaną Lipą,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),20.0,0.0,0.0,0.0,0,529037.05,312574.55,2517,2013,19.411111110493955,50.67944444459913
J.Cz.I-03.33,Schronisko w Pustelnicy III,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),12.0,0.0,0.0,0.0,0,519991.01,318028.7,2281,2013,19.283333333574742,50.72888888926215
J.Cz.I-05.38,Jaskinia Przelotowa,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),24.0,3.0,2.0,5.0,0,528911.31,314025.2,2502,2013,19.409444444017605,50.69249999969654
J.Cz.IV-04.85,Schronisko w Opolanicy I,Wyżyna Śląsko-Krakowska,Wolbrom (gm. miejsko-wiejska),Prywatny,7.6,0.0,0.0,0.0,0,549088.64,285302.34,2558,2013,19.691388904750394,50.43277775389345
J.Cz.IV-04.13,Szczelina pod Głazami,Wyżyna Śląsko-Krakowska,Pilica (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,547117.81,285129.98,2539,2013,19.663611111552072,50.43138888866081
J.Cz.I-05.01,Niedźwiedzia Grota,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),76.0,0.0,8.0,8.0,0,530123.65,314680.52,2455,2013,19.426666666406373,50.698333333531295
J.Cz.I-03.42,Schronisko w Skałce w Puchaczu,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),7.0,0.0,0.0,0.0,0,520421.94,318092.13,2292,2013,19.289444444359432,50.72944444401658
J.GT-04.24,Jaskinia w Trzech Turniach,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa (Lasy Państwowe),8.0,0.0,0.0,0.0,0,549764.35,248871.37,2397,2013,19.69611111132745,50.104999999795176
J.Cz.I-03.67,Schronisko w Karzełku I,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),6.0,0.0,0.0,0.0,0,520811.88,316879.26,2343,2013,19.294902492673735,50.71852020539432
J.Cz.I-03.35,Szpaciarnia nad Urwistą,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,0.0,0.0,0,519913.32,317843.13,2283,2013,19.28222222211214,50.72722222185014
J.Cz.I-03.60,Schronisko w Donicy II,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Skarb Państwa (Lasy Państwowe),3.0,0.0,0.0,0.0,0,520425.08,317289.27,2323,2013,19.289444444952466,50.72222222185712
J.Cz.I-04.13,Schronisko w Uroczysku Bogdaniec III,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.0,0.0,1.5,1.5,0,527571.69,315129.64,2364,2013,19.39055558278819,50.7025000317555
J.GT-03.39,Okap za Zerwą Drugi,Wyżyna Śląsko-Krakowska,Liszki (gm. wiejska),Prywatny,14.0,0.0,0.0,0.0,0,548273.5,244627.4,2317,2013,19.67472222163128,50.06694444475263
J.Cz.I-05.33,Schronisko za Bramą I,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),4.5,0.0,0.0,0.0,0,528500.76,313775.91,2497,2013,19.40361111095085,50.69027777792708
J.Cz.I-05.34,Schronisko za Bramą II,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),14.0,0.0,0.0,0.0,0,528461.36,313806.57,2498,2013,19.403055555083018,50.69055555577232
J.Cz.I-05.47,Schronisko w Grzędzie II,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),5.0,0.0,0.0,0.0,0,528890.5,314241.24,2511,2013,19.409166666773697,50.694444444552964
J.Cz.I-04.21,Schronisko w Uroczysku Bogdaniec IX,Wyżyna Śląsko-Krakowska,Janów (gm. wiejska),Skarb Państwa (Lasy Państwowe),8.0,0.0,3.0,3.0,0,527198.13,315312.96,2377,2013,19.385277778053684,50.704166666745905
J.GT-04.01,Jaskinia w Wąwozie Aleksandrowickim I,Wyżyna Śląsko-Krakowska,Zabierzów (gm. wiejska),Skarb Państwa (Lasy Państwowe),10.0,0.0,3.0,3.0,0,553718.26,246717.32,2330,2013,19.751111111030166,50.08527777738239
J.Cz.I-02.01Ex,Jaskinia w kamieniołomie przy St.Kol. Olsztyn,Wyżyna Śląsko-Krakowska,Olsztyn (gm. miejsko-wiejska),Prywatny,48.0,0.0,0.0,0.0,0,523090.92,317300.38,2164,2013,19.327222222457838,50.72222222210668
